Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_value,"duration_type ",duration_type
8302,s8303,tv show,the five,mark tonderai,"Tom Cullen, O.T. Fagbenle, Lee Ingleby, Sarah Solemani, Hannah Arterton, Geraldine James, Michael Maloney, Rade Serbedzija, Jonathan Kerrigan, Don Warrington, Sophia La Porta",united kingdom,2017-09-15,2016,tv-ma,1 Season,"british tv shows, crime tv shows, tv dramas","twenty years after 5-year-old jesse disappears near his home, his dna turns up at the scene of a woman's murder, baffling his family and the police.",2017.0,September,1.0,"Season",Season
8303,s8304,movie,the five venoms,cheh chang,"Philip Kwok, Chien Sun, Sheng Chiang, Feng Lu, Meng Lo, Pai Wei, Lung Wei Wang, Feng Ku, Shu Pei Sun, Sun Chien",hong kong,2018-07-31,1978,r,97 min,"action & adventure, cult movies, international movies",a dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,2018.0,July,97.0,"min",min
8304,s8305,movie,the flintstones,brian levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman",united states,2019-10-01,1994,pg,91 min,"children & family movies, comedies",the flintstones hit the big screen in this live-action comedy that finds fred and barney struggling to cope with the pressures of work and family.,2019.0,October,91.0,"min",min
8305,s8306,movie,the flintstones in viva rock vegas,brian levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",united states,2019-10-01,2000,pg,91 min,"children & family movies, comedies, romantic movies","yabba-dabba-doo! digital dinosaurs rule the day when fred, barney, betty and wilma take vegas by storm in this prequel that posits their lives before marriage.",2019.0,October,91.0,"min",min
8306,s8307,movie,the flying guillotine,meng hua ho,"Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang",hong kong,2018-07-28,1975,tv-ma,101 min,"action & adventure, dramas, international movies","in qing-dynasty china, the emperor commands that a weapon be invented to kill at a distance without a trace. then he orders it used on its wielders.",2018.0,July,101.0,"min",min
8307,s8308,movie,the forbidden kingdom,rob minkoff,"Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell","united states, china",2019-07-01,2008,pg-13,104 min,"action & adventure, sci-fi & fantasy",jackie chan and jet li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient china.,2019.0,July,104.0,"min",min
8308,s8309,movie,the force,peter nicks,,united states,2018-01-29,2017,tv-ma,92 min,documentaries,"this documentary follows the police of oakland, california, as they reform and face the challenges of corruption, commitment and cataclysmic change.",2018.0,January,92.0,"min",min
8309,s8310,movie,the foreigner,martin campbell,"Pierce Brosnan, Katie Leung, Manolo Cardona, Charlie Murphy, Pippa Bennett-Warner, Rufus Jones, Dermot Crowley, Jackie Chan, Simon Kunz, Rory Fleck Byrne, Liu Tao, Michael McElhatton, Orla Brady, David Pearse","united kingdom, china, united states, india",2020-02-14,2017,r,113 min,"action & adventure, international movies","after his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to ireland to take vengeance.",2020.0,February,113.0,"min",min
8310,s8311,movie,the forgotten,oliver frampton,"Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal",united kingdom,2017-09-11,2014,tv-ma,89 min,horror movies,"after a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",2017.0,September,89.0,"min",min
8311,s8312,tv show,the fosters,nan,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",united states,,2017,tv-14,5 Seasons,tv dramas,"this offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",,,5.0,"Seasons",Seasons
8312,s8313,movie,the founder,john lee hancock,"Laura Dern, B.J. Novak, Patrick Wilson, John Carroll Lynch, Ric Reitz, John Carroll, Nick Offerman, Michael Keaton, Wilbur Fitzgerald, Linda Cardellini","united states, greece",2020-08-21,2016,pg-13,115 min,dramas,"after a fateful encounter with the mcdonald brothers, struggling salesman ray kroc becomes driven to change the way hamburgers are made and sold.",2020.0,August,115.0,"min",min
8313,s8314,movie,the free man,toa fraser,Jossi Wells,new zealand,2017-10-01,2016,tv-pg,84 min,"documentaries, sports movies",olympic freestyle skier jossi wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the flying frenchies.,2017.0,October,84.0,"min",min
8314,s8315,movie,the frozen ground,scott walker,"Nicolas Cage, John Cusack, Vanessa Hudgens, Dean Norris, Radha Mitchell, 50 Cent, Kevin Dunn, Olga Valentina, Michael McGrady, Jodi Lyn O'Keefe",united states,2020-08-27,2013,r,106 min,"dramas, thrillers","in this fact-based thriller, an alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",2020.0,August,106.0,"min",min
8315,s8316,tv show,the furchester hotel,nan,"Sarah Burgess, Ryan Dillon, Louise Gold, David Rudman, Andrew Spooner, Mak Wilson","united kingdom, united states",,2015,tv-y,2 Seasons,"british tv shows, kids' tv","elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the furchester hotel.",,,2.0,"Seasons",Seasons
8316,s8317,tv show,the future of water,nan,,norway,2016-07-01,2007,tv-pg,1 Season,"docuseries, international tv shows, science & nature tv",a look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,2016.0,July,1.0,"Season",Season
8317,s8318,movie,the gathering,nia dinata,"Cut Mini Theo, Tora Sudiro, Aida Nurmala, Surya Saputra, Rachel Maryam Sayidina, Trey Gondokusumo, Lili Harahap, Aurora Yahya, Wilza Lubis, Nico Siahaan",indonesia,2018-12-08,2003,tv-14,124 min,"comedies, dramas, international movies","between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.",2018.0,December,124.0,"min",min
8318,s8319,movie,the gentleman driver,mario mattei,,united states,2019-01-31,2018,tv-ma,83 min,"documentaries, sports movies","this documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",2019.0,January,83.0,"min",min
8319,s8320,movie,the ghost who walks,cody stokes,"Garland Scott, Frank Mosley, Alexia Rasmussen, Gil Darnell, Dasha Nekrasova, Nattalyee Randall, Linda Kennedy, Peter Mayer, Curtis York, Dennis Lebby",united states,2020-04-07,2019,tv-ma,107 min,"dramas, independent movies, thrillers","desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. free and searching for his family, he must dodge a hit on his life.",2020.0,April,107.0,"min",min
8320,s8321,movie,the girl with the dragon tattoo,david fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic","united states, sweden, norway",2021-01-05,2011,r,158 min,"dramas, thrillers","when a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",2021.0,January,158.0,"min",min
8321,s8322,tv show,the golden years with javed akhtar,nan,,india,2017-06-01,2016,tv-g,1 Season,"docuseries, international tv shows","writer, poet and lyricist javed akhtar hosts this musical trip down memory lane, revealing untold stories behind india's best songs of 1950-75.",2017.0,June,1.0,"Season",Season
8322,s8323,movie,the golem,"doron paz, yoav paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",israel,2019-06-26,2018,tv-ma,95 min,"horror movies, independent movies, international movies","as sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",2019.0,June,95.0,"min",min
8323,s8324,movie,the good catholic,paul shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",united states,2018-01-24,2017,pg-13,97 min,"comedies, dramas, romantic movies",a young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,2018.0,January,97.0,"min",min
8324,s8325,movie,the good neighbor,kasra farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",united states,2016-12-05,2016,tv-ma,97 min,"dramas, independent movies, thrillers","two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",2016.0,December,97.0,"min",min
8325,s8326,movie,"the goods: live hard, sell hard",neal brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson",united states,2019-11-20,2009,r,89 min,comedies,"hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",2019.0,November,89.0,"min",min
8326,s8327,movie,the gospel of john,david batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","united kingdom, united states, morocco",2018-10-20,2014,tv-14,161 min,"dramas, faith & spirituality","in the first of four word-for-word film adaptations, aramaic-speaking actors re-create the stories of jesus' life from the fourth gospel.",2018.0,October,161.0,"min",min
8327,s8328,movie,the gospel of luke,david batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala","united states, united kingdom, morocco",2018-10-19,2015,tv-14,205 min,"dramas, faith & spirituality",word-for-word bible texts of the entire book of luke are narrated and re-enacted in this epic production of the gospel's accounts of jesus's life.,2018.0,October,205.0,"min",min
8328,s8329,movie,the gospel of mark,david batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef",nan,2018-10-19,2015,tv-14,123 min,"dramas, faith & spirituality","see jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the gospel of mark, lauded for its historical accuracy.",2018.0,October,123.0,"min",min
8329,s8330,movie,the gospel of matthew,david batty,"Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi",nan,2018-10-19,2014,tv-14,190 min,"dramas, faith & spirituality",the apostle matthew is highlighted in this word-for-word film adaptation of the former tax collector's biblical writings about working with jesus.,2018.0,October,190.0,"min",min
8330,s8331,movie,the great battle,nan,"Zo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Seong-woo, Seolhyun, Jung Eun-chae, Yu Oh-seong, Sung Dong-il, Oh Dae-whan",south korea,2019-04-08,2018,tv-ma,136 min,"action & adventure, dramas, international movies","in seventh-century korea, the commander of ansi fortress, yang man-chun, combats tang invaders in a retelling of an epic clash against all odds.",2019.0,April,136.0,"min",min
8331,s8332,tv show,the great british baking show: masterclass,nan,"Mary Berry, Paul Hollywood",united kingdom,2018-12-01,2018,tv-pg,4 Seasons,"british tv shows, reality tv",hosts mary berry and paul hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.,2018.0,December,4.0,"Seasons",Seasons
8332,s8333,movie,the great gambler,shakti samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",india,2019-12-31,1979,tv-14,161 min,"action & adventure, classic movies, cult movies","after unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",2019.0,December,161.0,"min",min
8333,s8334,movie,the great raid,john dahl,"Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford","united states, australia",2019-11-01,2005,r,133 min,"action & adventure, dramas","in world war ii, a battalion goes on a daring rescue mission to liberate the americans and filipinos who've been captured by the japanese.",2019.0,November,133.0,"min",min
8334,s8335,tv show,the great train robbery,nan,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",united kingdom,2017-03-31,2013,nr,1 Season,"british tv shows, crime tv shows, international tv shows","this two-part tale delivers the true story of the great train robbery of 1963, the biggest one in england's history.",2017.0,March,1.0,"Season",Season
8335,s8336,movie,the green hornet,michel gondry,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",united states,2020-04-18,2011,pg-13,119 min,"action & adventure, comedies","a hard-partying heir dons a disguise to fight crime after hours. but with no talents or skills, he relies on his friend, a martial-arts genius.",2020.0,April,119.0,"min",min
8336,s8337,tv show,the guild,nan,"Felicia Day, Sandeep Parikh, Jeff Lewis, Robin Thorsen, Amy Okuda, Vincent Caso",united states,2019-03-02,2013,tv-ma,1 Season,tv comedies,fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,2019.0,March,1.0,"Season",Season
8337,s8338,movie,the hatred,michael g. kehoe,"Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker",united states,2017-12-11,2017,r,94 min,horror movies,four young women head to a country house for an idyllic weekend retreat. but what lies in store for them is far from the dreamy getaway they imagined.,2017.0,December,94.0,"min",min
8338,s8339,movie,the haunting of molly hartley,mickey liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",united states,2018-10-04,2008,pg-13,85 min,"horror movies, thrillers","a troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",2018.0,October,85.0,"min",min
8339,s8340,movie,the healer,paco arango,"Oliver Jackson-Cohen, Camilla Luddington, Jonathan Pryce, Jorge García, Kaitlyn Bernard","spain, canada, united states",2020-06-01,2017,tv-14,108 min,"children & family movies, dramas, faith & spirituality","a handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",2020.0,June,108.0,"min",min
8340,s8341,movie,the heat: a kitchen (r)evolution,maya gallus,,canada,2019-05-07,2018,tv-ma,71 min,documentaries,seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,2019.0,May,71.0,"min",min
8341,s8342,movie,the help,tate taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",united states,2020-06-01,2011,pg-13,147 min,dramas,"a young, white writer stirs up the status quo in 1960s mississippi by interviewing black housemaids and bringing their stories to the masses.",2020.0,June,147.0,"min",min
8342,s8343,movie,the heretics,chad archibald,"Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",canada,2019-09-04,2017,tv-ma,88 min,horror movies,a withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,2019.0,September,88.0,"min",min
8343,s8344,movie,the heroes of evil,zoe berriatúa,"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena Gómez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",spain,2016-06-01,2015,tv-ma,99 min,"dramas, international movies","three teenage misfits find camaraderie in sex, violence and petty crime. but what starts as a lark soon threatens to damage them beyond repair.",2016.0,June,99.0,"min",min
8344,s8345,movie,the heyday of the insensitive bastards,"mark columbus, lauren hoekstra, sarah kruchowski, ryan moody, simon savelyev, vanita shastry, shadae lamar smith, jeremy david white","James Franco, Rico Rodriguez, Abigail Spencer, Natalie Portman, Kristen Wiig, Amber Tamblyn, Jim Parrack, Kate Mara, Thomas Mann, Matthew Modine, Jacob Loeb",united states,2018-02-26,2017,tv-ma,96 min,"dramas, independent movies",an all-star cast brings to life the short stories of author robert boswell in this anthology series of vignettes set in modern-day america.,2018.0,February,96.0,"min",min
8345,s8346,movie,the hollow point,gonzalo lópez-gallego,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins, Jim Belushi, Karli Hall, David H. Stevens, Derek Boone",united states,2017-03-16,2016,r,97 min,action & adventure,new straight-arrow sheriff wallace finds he must join forces with brutal ex-lawman leland to protect a troubled border town from a cartel hit man.,2017.0,March,97.0,"min",min
8346,s8347,movie,the holy man,note chern-yim,"Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao",thailand,2018-07-25,2005,tv-14,92 min,"comedies, faith & spirituality, international movies","formerly a troubled youth, a monk is given charge of a buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",2018.0,July,92.0,"min",min
8347,s8348,tv show,the homecoming,nan,"Se-yoon Yoo, Tyler Rasch, Guillaume Patry, Nikolai Johnsen",nan,2017-06-02,2015,tv-pg,1 Season,"international tv shows, korean tv shows, reality tv","panelists from the korean show ""abnormal summit"" lead cast mates on tours of their home countries, including china, nepal, italy, canada and france.",2017.0,June,1.0,"Season",Season
8348,s8349,movie,the house on coco road,damani baker,,united states,2017-06-30,2016,tv-14,79 min,documentaries,"this film chronicles the journey of fannie haughton, an oakland activist who fled to grenada with her family just prior to the u.s. invasion in 1983.",2017.0,June,79.0,"min",min
8349,s8350,tv show,the house that made me,nan,Vinay Pathak,india,2017-03-31,2015,tv-pg,3 Seasons,"international tv shows, reality tv","with host vinay pathak, indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.",2017.0,March,3.0,"Seasons",Seasons
8350,s8351,movie,the human factor: the untold story of the bombay film orchestras,rudradeep bhattacharjee,,india,2017-04-01,2013,tv-pg,53 min,"documentaries, international movies, music & musicals",a family of parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of bollywood's most memorable films.,2017.0,April,53.0,"min",min
8351,s8352,movie,the humanity bureau,rob w. king,"Nicolas Cage, Sarah Lind, Hugh Dillon, Jakob Davies, Vicellous Shannon, Kurt Max Runte, Lorne Cardinal, Jett Klyne, David Lovgren",canada,2018-12-18,2017,r,94 min,"action & adventure, sci-fi & fantasy","in a dystopian, near-future united states, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",2018.0,December,94.0,"min",min
8352,s8353,movie,the hundred-foot journey,lasse hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya","united states, india, united arab emirates",2019-01-31,2014,pg,123 min,"comedies, dramas","a chef and his family leave india to open an eatery in the south of france, where they clash with the haughty restaurateur across the street.",2019.0,January,123.0,"min",min
8353,s8354,tv show,the hunt,nan,David Attenborough,united kingdom,2017-05-14,2015,tv-pg,1 Season,"british tv shows, docuseries, science & nature tv","witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.",2017.0,May,1.0,"Season",Season
8354,s8355,movie,the hurricane heist,rob cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","united kingdom, united states",2018-09-26,2018,pg-13,103 min,action & adventure,a deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a u.s. treasury outpost in mississippi.,2018.0,September,103.0,"min",min
8355,s8356,movie,the hurt business,vlad yudin,Kevin Costner,united states,2017-02-01,2016,pg-13,111 min,"documentaries, sports movies","featuring legendary and up-and-coming mma fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",2017.0,February,111.0,"min",min
8356,s8357,movie,the imaginarium of doctor parnassus,terry gilliam,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","united kingdom, canada, france, united states",2019-03-08,2009,pg-13,123 min,"action & adventure, sci-fi & fantasy","when a deal with the devil comes due, the immortal doctor parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",2019.0,March,123.0,"min",min
8357,s8358,tv show,the inbetweeners,nan,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas, Greg Davies, Emily Head, Martin Trenaman, Belinda Stewart-Wilson, Robin Weaver, Henry Lloyd-Hughes",united kingdom,,2010,tv-ma,3 Seasons,"british tv shows, tv comedies",this rib-tickling series follows four english lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,,,3.0,"Seasons",Seasons
8358,s8359,movie,the incident,isaac ezban,"Raúl Méndez, Nailea Norvind, Hernán Mendoza, Humberto Busto, Fernando Álvarez Rebeil, Gabriel Santoyo, Paulina Montemayor, Héctor Mendoza, Leonel Tinajero, Marcos Moreno",mexico,2017-06-19,2014,tv-ma,100 min,"international movies, sci-fi & fantasy, thrillers","two criminals race down a stairwell, a cop close behind. a bickering family begins a road trip. their journeys will take far longer than expected.",2017.0,June,100.0,"min",min
8359,s8360,movie,the incredible story of the giant pear,"philip einstein lipski, jørgen lerdam, amalie næsby fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",denmark,2019-03-01,2018,tv-g,75 min,children & family movies,"sebastian the elephant and his feline friend mithco sail on a gigantic peach to rescue sunnytown's beloved mayor, who's stranded on a mysterious island.",2019.0,March,75.0,"min",min
8360,s8361,movie,the incredibles 2,brad bird,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Sarah Vowell, Huck Milner, Catherine Keener, Bob Odenkirk, Sophia Bush, Brad Bird, John Ratzenberger",united states,2019-01-30,2018,pg,118 min,"children & family movies, comedies","when elastigirl gets recruited for a high-profile crime-fighting mission, mr. incredible takes on his toughest assignment ever: full-time parenting.",2019.0,January,118.0,"min",min
8361,s8362,movie,the indian in the cupboard,frank oz,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",united states,2020-11-01,1995,pg,96 min,"children & family movies, dramas","a boy receives a wooden cupboard, antique keys and an iroquois warrior figurine for his birthday. the figurine comes to life overnight in the cabinet.",2020.0,November,96.0,"min",min
8362,s8363,movie,the informant!,steven soderbergh,"Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa",united states,2018-08-01,2009,r,108 min,"comedies, dramas","while gathering evidence against his employer to help the fbi build a price-fixing case, mark whitacre begins to piece together a fantasy world.",2018.0,August,108.0,"min",min
8363,s8364,movie,the intent,"femi oyeniran, kalvadour peterson","Dylan Duffus, Scorcher, Shone Romulus, Jade Asha, Femi Oyeniran, Ashley Chin, Nicky Slimting Walker, Fekky",united kingdom,2017-05-15,2016,tv-ma,99 min,"dramas, international movies, thrillers","after burgeoning criminal gunz joins the increasingly violent tic crew, the gang finds itself dealing with threats from all sides.",2017.0,May,99.0,"min",min
8364,s8365,movie,the intent 2: the come up,"femi oyeniran, nicky slimting walker","Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",united kingdom,2019-02-21,2018,tv-ma,103 min,"dramas, international movies","during a trip to jamaica, a london gang targets a disloyal member who has been meeting with rivals. meanwhile, an undercover cop stands among them.",2019.0,February,103.0,"min",min
8365,s8366,movie,the invention of lying,"ricky gervais, matthew robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March",united states,2020-01-01,2009,pg-13,99 min,"comedies, romantic movies","in a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",2020.0,January,99.0,"min",min
8366,s8367,tv show,the investigator: a british crime story,nan,"Mark Williams-Thomas, Rick Warden, Frances Millar, Tanya Winsor, Alice Harding, David Bannerman, Danielle Bird, Eve Perry, Polly Lewis, Billy James Machin",united kingdom,2020-03-05,2018,tv-ma,2 Seasons,"british tv shows, crime tv shows, docuseries","after 40 years of inconclusive evidence, renowned criminologist mark williams-thomas re-examines a string of mysterious murders.",2020.0,March,2.0,"Seasons",Seasons
8367,s8368,movie,the invitation,karyn kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",united states,2016-07-08,2015,tv-ma,100 min,"horror movies, independent movies, thrillers","a man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",2016.0,July,100.0,"min",min
8368,s8369,tv show,the irish mob,nan,Mickey Spillane,nan,2016-12-01,2008,tv-ma,1 Season,"crime tv shows, docuseries","this documentary crime series charts the rise of the irish mob in america, from urban immigrant poverty to political power and wealth.",2016.0,December,1.0,"Season",Season
8369,s8370,movie,the iron lady,phyllida lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","united kingdom, france",2019-07-07,2011,pg-13,105 min,"dramas, international movies","margaret thatcher, the first female prime minister of britain, navigates a career destined to change the rules of leadership and politics.",2019.0,July,105.0,"min",min
8370,s8371,movie,the jack king affair,"benjamin cohen, nicolas cotto",,france,2018-01-02,2015,tv-14,52 min,"documentaries, international movies",this documentary explores a bold world war ii operation in which an mi5 agent infiltrated a fascist network to intercept stolen documents.,2018.0,January,52.0,"min",min
8371,s8372,tv show,the jaime maussan show,nan,Jaime Maussan,united states,2017-12-01,2010,tv-pg,1 Season,"docuseries, international tv shows, spanish-language tv shows",mexican journalist and ufo investigator jaime maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,2017.0,December,1.0,"Season",Season
8372,s8373,movie,the jane austen book club,robin swicord,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis",united states,2019-03-08,2007,pg-13,106 min,"comedies, dramas, romantic movies",six book club members find their lives resemble a modern-day version of jane austen's novels in this drama.,2019.0,March,106.0,"min",min
8373,s8374,tv show,the jungle book,nan,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry","india, germany, france",2019-05-11,2010,tv-y7,1 Season,kids' tv,"this animated series follows young mowgli and his animal mentors bagheera and baloo, who do their best to protect him from fierce tiger shere khan.",2019.0,May,1.0,"Season",Season
